instant,dteday,season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,cnt
7570,17-11-2011,4,11,0,0,4,1,2,0.42,0.4242,0.88,0.2537,2,24
7571,17-11-2011,4,11,1,0,4,1,2,0.42,0.4242,0.82,0.1642,0,5
7572,17-11-2011,4,11,2,0,4,1,2,0.42,0.4242,0.82,0.2239,0,5
7573,17-11-2011,4,11,3,0,4,1,2,0.42,0.4242,0.77,0.3284,0,3
7574,17-11-2011,4,11,4,0,4,1,2,0.4,0.4091,0.62,0.4179,1,4
7575,17-11-2011,4,11,5,0,4,1,3,0.34,0.303,0.71,0.3284,1,22
7576,17-11-2011,4,11,6,0,4,1,3,0.36,0.3485,0.57,0.2239,3,75
7577,17-11-2011,4,11,7,0,4,1,3,0.34,0.3182,0.61,0.2836,4,168
7578,17-11-2011,4,11,8,0,4,1,3,0.34,0.303,0.61,0.2985,12,355
7579,17-11-2011,4,11,9,0,4,1,2,0.34,0.303,0.61,0.3284,14,198
7580,17-11-2011,4,11,10,0,4,1,2,0.34,0.303,0.61,0.3284,7,81
7581,17-11-2011,4,11,11,0,4,1,3,0.32,0.303,0.66,0.3284,4,97
7582,17-11-2011,4,11,12,0,4,1,2,0.34,0.303,0.53,0.2985,6,121
7583,17-11-2011,4,11,13,0,4,1,2,0.34,0.303,0.49,0.4478,15,124
7584,17-11-2011,4,11,14,0,4,1,2,0.34,0.303,0.49,0.3881,5,110
7585,17-11-2011,4,11,15,0,4,1,2,0.34,0.303,0.49,0.4478,10,116
7586,17-11-2011,4,11,16,0,4,1,1,0.32,0.2879,0.39,0.4179,8,195
7587,17-11-2011,4,11,17,0,4,1,1,0.32,0.2879,0.42,0.3881,20,399
7588,17-11-2011,4,11,18,0,4,1,1,0.32,0.3182,0.39,0.194,9,307
7589,17-11-2011,4,11,19,0,4,1,1,0.3,0.2879,0.45,0.2239,7,217
7590,17-11-2011,4,11,20,0,4,1,1,0.3,0.2879,0.42,0.2836,7,169
7591,17-11-2011,4,11,21,0,4,1,1,0.3,0.2879,0.42,0.2537,3,116
7592,17-11-2011,4,11,22,0,4,1,1,0.26,0.2424,0.52,0.2537,1,84
7593,17-11-2011,4,11,23,0,4,1,1,0.26,0.2576,0.52,0.2239,0,58
7594,18-11-2011,4,11,0,0,5,1,1,0.26,0.2576,0.48,0.1642,2,30
7595,18-11-2011,4,11,1,0,5,1,1,0.26,0.2273,0.44,0.3284,0,10
7596,18-11-2011,4,11,2,0,5,1,1,0.24,0.2273,0.44,0.2239,2,10
7597,18-11-2011,4,11,3,0,5,1,1,0.24,0.2121,0.41,0.2836,0,2
7598,18-11-2011,4,11,4,0,5,1,1,0.22,0.2273,0.44,0.1642,0,5
7599,18-11-2011,4,11,5,0,5,1,1,0.22,0.2273,0.44,0.1343,0,22
7600,18-11-2011,4,11,6,0,5,1,1,0.22,0.2576,0.44,0.0896,1,71
7601,18-11-2011,4,11,7,0,5,1,1,0.22,0.2273,0.44,0.1642,5,216
7602,18-11-2011,4,11,8,0,5,1,1,0.22,0.2273,0.44,0.194,6,375
7603,18-11-2011,4,11,9,0,5,1,1,0.26,0.2576,0.41,0.194,6,213
7604,18-11-2011,4,11,10,0,5,1,1,0.26,0.2424,0.41,0.2836,10,115
7605,18-11-2011,4,11,11,0,5,1,1,0.3,0.303,0.36,0.1343,18,140
7606,18-11-2011,4,11,12,0,5,1,1,0.32,0.3333,0.33,0,22,165
7607,18-11-2011,4,11,13,0,5,1,1,0.34,0.3182,0.31,0.2239,31,177
7608,18-11-2011,4,11,14,0,5,1,1,0.34,0.3333,0.31,0.1343,31,154
7609,18-11-2011,4,11,15,0,5,1,1,0.34,0.3333,0.29,0.1343,27,178
7610,18-11-2011,4,11,16,0,5,1,1,0.34,0.3333,0.29,0.1343,19,209
7611,18-11-2011,4,11,17,0,5,1,1,0.32,0.3333,0.31,0.1343,17,378
7612,18-11-2011,4,11,18,0,5,1,1,0.3,0.303,0.36,0.1642,16,328
7613,18-11-2011,4,11,19,0,5,1,1,0.28,0.2727,0.41,0.1642,7,190
7614,18-11-2011,4,11,20,0,5,1,1,0.28,0.2727,0.48,0.194,8,137
7615,18-11-2011,4,11,21,0,5,1,1,0.28,0.2727,0.48,0.1642,3,111
7616,18-11-2011,4,11,22,0,5,1,1,0.26,0.2727,0.52,0.1045,9,97
7617,18-11-2011,4,11,23,0,5,1,1,0.26,0.2727,0.6,0.1343,5,59
7618,19-11-2011,4,11,0,0,6,0,1,0.26,0.2576,0.56,0.194,4,53
7619,19-11-2011,4,11,1,0,6,0,1,0.26,0.2273,0.52,0.2985,1,35
7620,19-11-2011,4,11,2,0,6,0,1,0.24,0.2424,0.56,0.1642,12,46
7621,19-11-2011,4,11,3,0,6,0,1,0.26,0.2424,0.48,0.2537,4,15
7622,19-11-2011,4,11,4,0,6,0,1,0.26,0.2273,0.48,0.3284,4,8
7623,19-11-2011,4,11,5,0,6,0,1,0.24,0.2273,0.56,0.2537,0,2
7624,19-11-2011,4,11,6,0,6,0,1,0.24,0.2121,0.6,0.3284,2,12
7625,19-11-2011,4,11,7,0,6,0,1,0.24,0.2273,0.6,0.2537,3,41
7626,19-11-2011,4,11,8,0,6,0,1,0.26,0.2424,0.56,0.2537,12,92
7627,19-11-2011,4,11,9,0,6,0,1,0.28,0.2576,0.52,0.2985,12,142
7628,19-11-2011,4,11,10,0,6,0,1,0.32,0.303,0.45,0.2537,35,200
7629,19-11-2011,4,11,11,0,6,0,1,0.36,0.3788,0.4,0,50,233
7630,19-11-2011,4,11,12,0,6,0,1,0.4,0.4091,0.35,0.2836,93,311
7631,19-11-2011,4,11,13,0,6,0,1,0.42,0.4242,0.3,0.2836,118,363
7632,19-11-2011,4,11,14,0,6,0,1,0.42,0.4242,0.32,0.2985,121,349
7633,19-11-2011,4,11,15,0,6,0,1,0.42,0.4242,0.41,0.194,120,382
7634,19-11-2011,4,11,16,0,6,0,1,0.42,0.4242,0.38,0.2985,99,287
7635,19-11-2011,4,11,17,0,6,0,1,0.4,0.4091,0.4,0.194,61,232
7636,19-11-2011,4,11,18,0,6,0,1,0.38,0.3939,0.46,0.1343,36,208
7637,19-11-2011,4,11,19,0,6,0,2,0.34,0.3333,0.71,0.1343,33,182
7638,19-11-2011,4,11,20,0,6,0,2,0.36,0.3636,0.57,0.1045,48,163
7639,19-11-2011,4,11,21,0,6,0,2,0.36,0.3485,0.62,0.194,29,108
7640,19-11-2011,4,11,22,0,6,0,2,0.38,0.3939,0.62,0.1642,26,106
7641,19-11-2011,4,11,23,0,6,0,1,0.38,0.3939,0.62,0.2239,20,93
7642,20-11-2011,4,11,0,0,0,0,1,0.38,0.3939,0.66,0.1642,14,93
7643,20-11-2011,4,11,1,0,0,0,1,0.4,0.4091,0.62,0.2537,11,84
7644,20-11-2011,4,11,2,0,0,0,1,0.4,0.4091,0.62,0.2836,12,56
7645,20-11-2011,4,11,3,0,0,0,2,0.4,0.4091,0.66,0.2836,6,37
7646,20-11-2011,4,11,4,0,0,0,2,0.4,0.4091,0.71,0.2836,2,12
7647,20-11-2011,4,11,5,0,0,0,2,0.42,0.4242,0.67,0.2836,0,4
7648,20-11-2011,4,11,6,0,0,0,2,0.42,0.4242,0.67,0.2537,3,9
7649,20-11-2011,4,11,7,0,0,0,1,0.42,0.4242,0.67,0.2239,4,23
7650,20-11-2011,4,11,8,0,0,0,2,0.42,0.4242,0.71,0.2836,13,65
7651,20-11-2011,4,11,9,0,0,0,1,0.44,0.4394,0.72,0.1642,29,138
7652,20-11-2011,4,11,10,0,0,0,2,0.44,0.4394,0.72,0.1045,46,229
7653,20-11-2011,4,11,11,0,0,0,2,0.5,0.4848,0.63,0.1045,74,286
7654,20-11-2011,4,11,12,0,0,0,2,0.5,0.4848,0.63,0.1343,70,304
7655,20-11-2011,4,11,13,0,0,0,2,0.54,0.5152,0.6,0.194,84,369
7656,20-11-2011,4,11,14,0,0,0,1,0.52,0.5,0.63,0.2537,113,363
7657,20-11-2011,4,11,15,0,0,0,2,0.52,0.5,0.68,0.194,109,351
7658,20-11-2011,4,11,16,0,0,0,2,0.52,0.5,0.63,0.1343,81,306
7659,20-11-2011,4,11,17,0,0,0,2,0.52,0.5,0.63,0.194,35,203
7660,20-11-2011,4,11,18,0,0,0,2,0.54,0.5152,0.64,0.194,22,145
7661,20-11-2011,4,11,19,0,0,0,2,0.5,0.4848,0.72,0.1045,17,157
7662,20-11-2011,4,11,20,0,0,0,2,0.52,0.5,0.68,0.1045,23,113
7663,20-11-2011,4,11,21,0,0,0,2,0.48,0.4697,0.77,0.0896,11,105
7664,20-11-2011,4,11,22,0,0,0,3,0.46,0.4545,0.88,0.0896,5,40
7665,20-11-2011,4,11,23,0,0,0,3,0.46,0.4545,0.88,0.0896,3,28
7666,21-11-2011,4,11,0,0,1,1,2,0.46,0.4545,0.94,0,4,17
7667,21-11-2011,4,11,1,0,1,1,3,0.46,0.4545,0.94,0.194,4,12
7668,21-11-2011,4,11,2,0,1,1,3,0.44,0.4394,1,0.194,1,3
7669,21-11-2011,4,11,3,0,1,1,3,0.44,0.4394,1,0.1343,0,4
7670,21-11-2011,4,11,4,0,1,1,3,0.44,0.4394,1,0.1343,0,5
7671,21-11-2011,4,11,5,0,1,1,2,0.44,0.4394,1,0,0,20
7672,21-11-2011,4,11,6,0,1,1,2,0.42,0.4242,1,0,0,76
7673,21-11-2011,4,11,7,0,1,1,2,0.46,0.4545,0.94,0.1642,17,246
7674,21-11-2011,4,11,8,0,1,1,2,0.46,0.4545,0.94,0,13,391
7675,21-11-2011,4,11,9,0,1,1,2,0.48,0.4697,0.94,0.1045,15,237
7676,21-11-2011,4,11,10,0,1,1,2,0.52,0.5,0.83,0,25,135
7677,21-11-2011,4,11,11,0,1,1,2,0.52,0.5,0.83,0.1045,16,128
7678,21-11-2011,4,11,12,0,1,1,2,0.5,0.4848,0.77,0.1343,24,162
7679,21-11-2011,4,11,13,0,1,1,2,0.5,0.4848,0.77,0.1343,13,134
7680,21-11-2011,4,11,14,0,1,1,2,0.48,0.4697,0.82,0.194,14,135
7681,21-11-2011,4,11,15,0,1,1,3,0.44,0.4394,0.94,0.2239,15,108
7682,21-11-2011,4,11,16,0,1,1,3,0.44,0.4394,0.94,0.2239,13,108
7683,21-11-2011,4,11,17,0,1,1,3,0.42,0.4242,0.94,0.2985,10,210
7684,21-11-2011,4,11,18,0,1,1,3,0.42,0.4242,0.88,0.194,8,192
7685,21-11-2011,4,11,19,0,1,1,3,0.4,0.4091,0.94,0.194,2,137
7686,21-11-2011,4,11,20,0,1,1,3,0.4,0.4091,0.87,0.2239,5,80
7687,21-11-2011,4,11,21,0,1,1,3,0.4,0.4091,0.87,0.1642,11,114
7688,21-11-2011,4,11,22,0,1,1,3,0.4,0.4091,0.87,0.1343,6,78
7689,21-11-2011,4,11,23,0,1,1,3,0.4,0.4091,0.87,0.1642,4,33
7690,22-11-2011,4,11,0,0,2,1,3,0.38,0.3939,0.94,0.1045,0,14
7691,22-11-2011,4,11,1,0,2,1,3,0.4,0.4091,0.94,0.1343,1,6
7692,22-11-2011,4,11,2,0,2,1,3,0.38,0.3939,1,0.1045,2,6
7693,22-11-2011,4,11,3,0,2,1,3,0.38,0.3939,1,0.1045,1,3
7694,22-11-2011,4,11,4,0,2,1,3,0.38,0.3939,0.94,0.1642,0,7
7695,22-11-2011,4,11,5,0,2,1,3,0.38,0.3939,0.94,0.1642,1,18
7696,22-11-2011,4,11,6,0,2,1,2,0.38,0.3939,0.94,0.1045,1,64
7697,22-11-2011,4,11,7,0,2,1,3,0.38,0.3939,0.94,0.2239,2,121
7698,22-11-2011,4,11,8,0,2,1,3,0.38,0.3939,0.94,0.2239,5,190
7699,22-11-2011,4,11,9,0,2,1,3,0.4,0.4091,0.94,0,2,149
7700,22-11-2011,4,11,10,0,2,1,3,0.4,0.4091,0.94,0,6,52
7701,22-11-2011,4,11,11,0,2,1,3,0.4,0.4091,0.94,0.1343,4,32
7702,22-11-2011,4,11,12,0,2,1,3,0.4,0.4091,1,0.0896,3,21
7703,22-11-2011,4,11,13,0,2,1,3,0.42,0.4242,1,0.0896,4,26
7704,22-11-2011,4,11,14,0,2,1,3,0.42,0.4242,1,0.0896,4,35
7705,22-11-2011,4,11,15,0,2,1,3,0.44,0.4394,0.94,0,2,34
7706,22-11-2011,4,11,16,0,2,1,3,0.44,0.4394,0.94,0,3,62
7707,22-11-2011,4,11,17,0,2,1,3,0.44,0.4394,1,0.0896,4,165
7708,22-11-2011,4,11,18,0,2,1,3,0.44,0.4394,1,0,0,148
7709,22-11-2011,4,11,19,0,2,1,3,0.46,0.4545,0.94,0.1045,5,111
7710,22-11-2011,4,11,20,0,2,1,2,0.46,0.4545,1,0.2239,6,127
7711,22-11-2011,4,11,21,0,2,1,2,0.46,0.4545,1,0.2537,4,90
7712,22-11-2011,4,11,22,0,2,1,2,0.5,0.4848,0.94,0.194,6,87
7713,22-11-2011,4,11,23,0,2,1,2,0.48,0.4697,0.94,0.2537,3,39
7714,23-11-2011,4,11,0,0,3,1,2,0.48,0.4697,0.94,0.2537,2,16
7715,23-11-2011,4,11,1,0,3,1,2,0.48,0.4697,0.94,0.2985,0,8
7716,23-11-2011,4,11,2,0,3,1,3,0.5,0.4848,0.94,0.3582,1,6
7717,23-11-2011,4,11,3,0,3,1,3,0.5,0.4848,0.94,0.3582,1,3
7718,23-11-2011,4,11,4,0,3,1,3,0.52,0.5,0.88,0.3582,0,5
7719,23-11-2011,4,11,5,0,3,1,2,0.46,0.4545,0.94,0.194,1,17
7720,23-11-2011,4,11,6,0,3,1,2,0.44,0.4394,1,0,1,69
7721,23-11-2011,4,11,7,0,3,1,2,0.46,0.4545,1,0.0896,2,156
7722,23-11-2011,4,11,8,0,3,1,2,0.48,0.4697,0.94,0.1045,7,323
7723,23-11-2011,4,11,9,0,3,1,2,0.52,0.5,0.94,0.194,3,167
7724,23-11-2011,4,11,10,0,3,1,2,0.52,0.5,0.94,0.194,6,76
7725,23-11-2011,4,11,11,0,3,1,2,0.5,0.4848,0.72,0.4179,9,116
7726,23-11-2011,4,11,12,0,3,1,1,0.48,0.4697,0.55,0.4179,9,160
7727,23-11-2011,4,11,13,0,3,1,2,0.44,0.4394,0.54,0.4925,12,174
7728,23-11-2011,4,11,14,0,3,1,1,0.42,0.4242,0.54,0.4627,13,213
7729,23-11-2011,4,11,15,0,3,1,2,0.42,0.4242,0.54,0.4478,13,207
7730,23-11-2011,4,11,16,0,3,1,2,0.4,0.4091,0.62,0.4627,4,173
7731,23-11-2011,4,11,17,0,3,1,3,0.38,0.3939,0.71,0.3881,7,163
7732,23-11-2011,4,11,18,0,3,1,2,0.4,0.4091,0.58,0.5224,7,145
7733,23-11-2011,4,11,19,0,3,1,1,0.38,0.3939,0.58,0.3881,6,122
7734,23-11-2011,4,11,20,0,3,1,1,0.36,0.3333,0.62,0.3881,1,68
7735,23-11-2011,4,11,21,0,3,1,1,0.36,0.3182,0.57,0.4627,0,66
7736,23-11-2011,4,11,22,0,3,1,1,0.34,0.303,0.61,0.4478,3,62
7737,23-11-2011,4,11,23,0,3,1,1,0.34,0.303,0.61,0.3582,4,51
7738,24-11-2011,4,11,0,1,4,0,1,0.32,0.303,0.57,0.2239,1,23
7739,24-11-2011,4,11,1,1,4,0,1,0.32,0.2879,0.57,0.4179,1,24
7740,24-11-2011,4,11,2,1,4,0,1,0.3,0.2879,0.61,0.2836,3,22
7741,24-11-2011,4,11,3,1,4,0,1,0.28,0.2879,0.65,0.1343,1,5
7742,24-11-2011,4,11,4,1,4,0,1,0.3,0.3182,0.61,0.0896,1,2
7743,24-11-2011,4,11,5,1,4,0,1,0.3,0.3182,0.61,0.1045,1,11
7744,24-11-2011,4,11,6,1,4,0,1,0.3,0.3182,0.61,0.0896,1,6
7745,24-11-2011,4,11,7,1,4,0,1,0.26,0.2727,0.75,0.1045,9,40
7746,24-11-2011,4,11,8,1,4,0,1,0.3,0.3182,0.65,0.0896,4,46
7747,24-11-2011,4,11,9,1,4,0,1,0.34,0.3485,0.61,0,13,81
7748,24-11-2011,4,11,10,1,4,0,1,0.36,0.3788,0.57,0,34,98
7749,24-11-2011,4,11,11,1,4,0,1,0.42,0.4242,0.41,0.2985,52,142
7750,24-11-2011,4,11,12,1,4,0,1,0.46,0.4545,0.36,0.2239,62,150
7751,24-11-2011,4,11,13,1,4,0,1,0.48,0.4697,0.33,0.2239,84,175
7752,24-11-2011,4,11,14,1,4,0,1,0.5,0.4848,0.31,0.2985,74,168
7753,24-11-2011,4,11,15,1,4,0,1,0.5,0.4848,0.31,0.2537,78,149
7754,24-11-2011,4,11,16,1,4,0,1,0.5,0.4848,0.34,0.2836,48,114
7755,24-11-2011,4,11,17,1,4,0,1,0.48,0.4697,0.33,0.1045,34,74
7756,24-11-2011,4,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,13,37
7757,24-11-2011,4,11,19,1,4,0,1,0.4,0.4091,0.54,0.1045,15,28
7758,24-11-2011,4,11,20,1,4,0,1,0.36,0.3485,0.76,0.1642,14,31
7759,24-11-2011,4,11,21,1,4,0,1,0.36,0.3485,0.71,0.1642,7,26
7760,24-11-2011,4,11,22,1,4,0,1,0.36,0.3485,0.71,0.1642,8,22
7761,24-11-2011,4,11,23,1,4,0,1,0.34,0.3485,0.76,0.1045,2,21
7762,25-11-2011,4,11,0,0,5,1,1,0.34,0.3333,0.76,0.1642,7,29
7763,25-11-2011,4,11,1,0,5,1,1,0.34,0.3636,0.76,0,2,14
7764,25-11-2011,4,11,2,0,5,1,1,0.28,0.2879,0.81,0.1045,4,10
7765,25-11-2011,4,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045,0,2
7766,25-11-2011,4,11,4,0,5,1,1,0.3,0.3182,0.75,0.1045,4,7
7767,25-11-2011,4,11,5,0,5,1,1,0.28,0.3182,0.75,0,2,5
7768,25-11-2011,4,11,6,0,5,1,1,0.26,0.2727,0.81,0.1045,4,13
7769,25-11-2011,4,11,7,0,5,1,1,0.26,0.303,0.81,0,4,35
7770,25-11-2011,4,11,8,0,5,1,1,0.26,0.2727,0.81,0.1343,6,74
7771,25-11-2011,4,11,9,0,5,1,1,0.32,0.3485,0.76,0,25,95
7772,25-11-2011,4,11,10,0,5,1,1,0.36,0.3485,0.71,0.1642,60,142
7773,25-11-2011,4,11,11,0,5,1,1,0.4,0.4091,0.66,0.1045,99,226
7774,25-11-2011,4,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,126,272
7775,25-11-2011,4,11,13,0,5,1,1,0.5,0.4848,0.45,0.2239,143,283
7776,25-11-2011,4,11,14,0,5,1,1,0.52,0.5,0.39,0.2239,122,272
7777,25-11-2011,4,11,15,0,5,1,1,0.52,0.5,0.36,0.194,165,310
7778,25-11-2011,4,11,16,0,5,1,1,0.5,0.4848,0.39,0.1642,122,261
7779,25-11-2011,4,11,17,0,5,1,1,0.5,0.4848,0.34,0.1045,57,184
7780,25-11-2011,4,11,18,0,5,1,1,0.46,0.4545,0.44,0.0896,45,153
7781,25-11-2011,4,11,19,0,5,1,1,0.42,0.4242,0.67,0,38,134
7782,25-11-2011,4,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,19,95
7783,25-11-2011,4,11,21,0,5,1,1,0.36,0.3788,0.71,0,24,85
7784,25-11-2011,4,11,22,0,5,1,1,0.34,0.3485,0.71,0.0896,12,58
7785,25-11-2011,4,11,23,0,5,1,1,0.34,0.3485,0.76,0.1045,5,33
7786,26-11-2011,4,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045,9,47
7787,26-11-2011,4,11,1,0,6,0,1,0.32,0.3333,0.76,0.0896,5,29
7788,26-11-2011,4,11,2,0,6,0,1,0.3,0.3182,0.81,0.1045,3,23
7789,26-11-2011,4,11,3,0,6,0,1,0.3,0.3333,0.81,0,8,17
7790,26-11-2011,4,11,4,0,6,0,1,0.3,0.3333,0.81,0,0,4
7791,26-11-2011,4,11,5,0,6,0,1,0.3,0.3182,0.75,0.1045,0,3
7792,26-11-2011,4,11,6,0,6,0,2,0.3,0.3182,0.75,0.0896,2,10
7793,26-11-2011,4,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,4,17
7794,26-11-2011,4,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,10,60
7795,26-11-2011,4,11,9,0,6,0,1,0.34,0.3485,0.76,0.0896,16,83
7796,26-11-2011,4,11,10,0,6,0,1,0.36,0.3788,0.81,0,57,141
7797,26-11-2011,4,11,11,0,6,0,1,0.4,0.4091,0.62,0.1045,107,230
7798,26-11-2011,4,11,12,0,6,0,1,0.44,0.4394,0.51,0,137,309
7799,26-11-2011,4,11,13,0,6,0,1,0.48,0.4697,0.44,0,177,325
7800,26-11-2011,4,11,14,0,6,0,2,0.48,0.4697,0.48,0.1343,141,299
7801,26-11-2011,4,11,15,0,6,0,2,0.5,0.4848,0.42,0.1045,154,314
7802,26-11-2011,4,11,16,0,6,0,2,0.46,0.4545,0.47,0.1343,137,275
7803,26-11-2011,4,11,17,0,6,0,2,0.46,0.4545,0.47,0.1343,62,184
7804,26-11-2011,4,11,18,0,6,0,2,0.42,0.4242,0.62,0.1642,67,185
7805,26-11-2011,4,11,19,0,6,0,2,0.4,0.4091,0.71,0.0896,46,146
7806,26-11-2011,4,11,20,0,6,0,2,0.42,0.4242,0.58,0,55,141
7807,26-11-2011,4,11,21,0,6,0,2,0.38,0.3939,0.82,0,20,92
7808,26-11-2011,4,11,22,0,6,0,2,0.38,0.3939,0.76,0,14,65
7809,26-11-2011,4,11,23,0,6,0,1,0.36,0.3788,0.81,0,18,69
7810,27-11-2011,4,11,0,0,0,0,1,0.36,0.3788,0.81,0,7,46
7811,27-11-2011,4,11,1,0,0,0,1,0.36,0.3788,0.81,0,9,44
7812,27-11-2011,4,11,2,0,0,0,1,0.34,0.3636,0.81,0,9,31
7813,27-11-2011,4,11,3,0,0,0,1,0.34,0.3636,0.87,0,9,17
7814,27-11-2011,4,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045,0,4
7815,27-11-2011,4,11,5,0,0,0,1,0.36,0.3485,0.87,0.194,0,5
7816,27-11-2011,4,11,6,0,0,0,1,0.38,0.3939,0.82,0.1642,0,9
7817,27-11-2011,4,11,7,0,0,0,1,0.38,0.3939,0.87,0.2239,12,23
7818,27-11-2011,4,11,8,0,0,0,1,0.4,0.4091,0.82,0.2985,6,42
7819,27-11-2011,4,11,9,0,0,0,1,0.46,0.4545,0.72,0.2836,21,111
7820,27-11-2011,4,11,10,0,0,0,1,0.46,0.4545,0.72,0.2836,58,189
7821,27-11-2011,4,11,11,0,0,0,1,0.5,0.4848,0.63,0.3582,83,240
7822,27-11-2011,4,11,12,0,0,0,1,0.54,0.5152,0.56,0.2836,63,256
7823,27-11-2011,4,11,13,0,0,0,1,0.54,0.5152,0.6,0.194,97,313
7824,27-11-2011,4,11,14,0,0,0,1,0.62,0.6212,0.43,0.4627,113,313
7825,27-11-2011,4,11,15,0,0,0,1,0.62,0.6212,0.43,0.2836,96,317
7826,27-11-2011,4,11,16,0,0,0,1,0.56,0.5303,0.52,0.2537,94,323
7827,27-11-2011,4,11,17,0,0,0,1,0.54,0.5152,0.56,0.194,37,204
7828,27-11-2011,4,11,18,0,0,0,1,0.5,0.4848,0.63,0.1642,25,155
7829,27-11-2011,4,11,19,0,0,0,1,0.48,0.4697,0.67,0.2239,30,139
7830,27-11-2011,4,11,20,0,0,0,1,0.5,0.4848,0.63,0.2537,10,104
7831,27-11-2011,4,11,21,0,0,0,1,0.48,0.4697,0.67,0.2836,13,88
7832,27-11-2011,4,11,22,0,0,0,1,0.48,0.4697,0.72,0.2537,13,66
7833,27-11-2011,4,11,23,0,0,0,1,0.48,0.4697,0.72,0.2537,5,32
7834,28-11-2011,4,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,6,16
7835,28-11-2011,4,11,1,0,1,1,1,0.46,0.4545,0.77,0.2985,1,13
7836,28-11-2011,4,11,3,0,1,1,1,0.44,0.4394,0.88,0.2239,1,5
7837,28-11-2011,4,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,0,4
7838,28-11-2011,4,11,5,0,1,1,1,0.4,0.4091,0.87,0,0,34
7839,28-11-2011,4,11,6,0,1,1,1,0.42,0.4242,0.82,0.0896,6,104
7840,28-11-2011,4,11,7,0,1,1,1,0.42,0.4242,0.88,0,7,277
7841,28-11-2011,4,11,8,0,1,1,2,0.42,0.4242,0.94,0,13,407
7842,28-11-2011,4,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,17,208
7843,28-11-2011,4,11,10,0,1,1,2,0.48,0.4697,0.77,0.1343,21,107
7844,28-11-2011,4,11,11,0,1,1,2,0.52,0.5,0.68,0.1045,11,118
7845,28-11-2011,4,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,13,178
7846,28-11-2011,4,11,13,0,1,1,2,0.58,0.5455,0.56,0,25,162
7847,28-11-2011,4,11,14,0,1,1,1,0.6,0.6212,0.56,0,14,143
7848,28-11-2011,4,11,15,0,1,1,1,0.58,0.5455,0.6,0.1642,18,150
7849,28-11-2011,4,11,16,0,1,1,1,0.56,0.5303,0.6,0.194,24,264
7850,28-11-2011,4,11,17,0,1,1,1,0.58,0.5455,0.56,0.194,24,468
7851,28-11-2011,4,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,20,416
7852,28-11-2011,4,11,19,0,1,1,1,0.54,0.5152,0.73,0.2239,4,264
7853,28-11-2011,4,11,20,0,1,1,2,0.54,0.5152,0.73,0.2537,12,218
7854,28-11-2011,4,11,21,0,1,1,2,0.54,0.5152,0.77,0.2239,4,156
7855,28-11-2011,4,11,22,0,1,1,2,0.52,0.5,0.83,0.1045,7,109
7856,28-11-2011,4,11,23,0,1,1,2,0.52,0.5,0.83,0.1343,5,46
7857,29-11-2011,4,11,0,0,2,1,1,0.52,0.5,0.83,0,4,22
7858,29-11-2011,4,11,1,0,2,1,1,0.52,0.5,0.83,0.0896,1,17
7859,29-11-2011,4,11,2,0,2,1,2,0.5,0.4848,0.88,0,0,5
7860,29-11-2011,4,11,3,0,2,1,2,0.5,0.4848,0.88,0,0,2
7861,29-11-2011,4,11,4,0,2,1,2,0.52,0.5,0.83,0.3284,1,6
7862,29-11-2011,4,11,5,0,2,1,1,0.5,0.4848,0.88,0.2836,1,22
7863,29-11-2011,4,11,6,0,2,1,1,0.52,0.5,0.83,0.2836,1,89
7864,29-11-2011,4,11,7,0,2,1,1,0.52,0.5,0.77,0.2239,12,342
7865,29-11-2011,4,11,8,0,2,1,1,0.54,0.5152,0.77,0.2836,9,449
7866,29-11-2011,4,11,9,0,2,1,3,0.56,0.5303,0.73,0.4179,5,202
7867,29-11-2011,4,11,10,0,2,1,3,0.56,0.5303,0.73,0.4179,2,36
7868,29-11-2011,4,11,11,0,2,1,3,0.5,0.4848,0.88,0.2985,1,11
7869,29-11-2011,4,11,12,0,2,1,3,0.42,0.4242,0.82,0.4179,1,18
7870,29-11-2011,4,11,13,0,2,1,3,0.42,0.4242,0.77,0.2836,0,22
7871,29-11-2011,4,11,14,0,2,1,3,0.4,0.4091,0.94,0.194,1,36
7872,29-11-2011,4,11,15,0,2,1,3,0.4,0.4091,0.87,0.3284,5,65
7873,29-11-2011,4,11,16,0,2,1,3,0.4,0.4091,0.87,0.2239,5,151
7874,29-11-2011,4,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,8,354
7875,29-11-2011,4,11,18,0,2,1,2,0.4,0.4091,0.82,0.2985,11,358
7876,29-11-2011,4,11,19,0,2,1,2,0.4,0.4091,0.82,0.3284,6,250
